class,id,url
B,SCN-TRF-NFP,https://fedramp.gov/2026/reference/20x/b/significant-change-notification/
B,SCN-TRF-NAF,https://fedramp.gov/2026/reference/20x/b/significant-change-notification/
B,SCN-TRF-NAV,https://fedramp.gov/2026/reference/20x/b/significant-change-notification/
B,SCN-TRF-UPD,https://fedramp.gov/2026/reference/20x/b/significant-change-notification/
B,SCN-TRF-TPR,https://fedramp.gov/2026/reference/20x/b/significant-change-notification/
B,SDR-CSO-FRR,https://fedramp.gov/2026/reference/20x/b/security-decision-record/
B,SDR-CSO-MTD,https://fedramp.gov/2026/reference/20x/b/security-decision-record/
B,SDR-CSX-KSI,https://fedramp.gov/2026/reference/20x/b/security-decision-record/
B,SDR-CSX-KMT,https://fedramp.gov/2026/reference/20x/b/security-decision-record/
B,VDR-CSO-DET,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-RES,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-FAV,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-DFR,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-ADT,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-DAC,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-MSP,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-AKE,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-CSO-SIR,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-NMV,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-PDD,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-PCD,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-PVR,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-RMN,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-KEV,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-PSD,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VDR-TFR-MVX,https://fedramp.gov/2026/reference/20x/b/vulnerability-detection-and-response/
B,VER-FRP-ARP,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-FRP-ADV,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-AGM-RVR,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-AGM-MAP,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-ELX,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-EIR,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-EPA,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-AIA,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-GRV,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-EFP,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-EVA-EFA,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-RPT-PER,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-RPT-VDT,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-RPT-AVI,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-RPT-NID,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-RPT-HLO,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-RPT-RPD,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-TFR-MHR,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-TFR-MAV,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-TFR-MRH,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-TFR-EVU,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-TFR-IRI,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
B,VER-TFR-NRI,https://fedramp.gov/2026/reference/20x/b/vulnerability-evaluation-and-reporting/
C,KSI-CED-RAT,https://fedramp.gov/2026/reference/20x/c/key-security-indicators/
C,KSI-CMT-LMC,https://fedramp.gov/2026/reference/20x/c/key-security-indicators/
C,KSI-CMT-RMV,https://fedramp.gov/2026/reference/20x/c/key-security-indicators/
C,KSI-CMT-RVP,https://fedramp.gov/2026/reference/20x/c/key-security-indicators/
C,KSI-CMT-VTD,https://fedramp.gov/2026/reference/20x/c/key-security-indicators/
